chr	start	end	strand	symbol	id
10	57413481	57413711	-	Gm19256	ENSMUSG00000111988
1	82777028	82777210	-	Gm19257	ENSMUSG00000099771
19	11516211	11516953	-	Gm19261	ENSMUSG00000100529
6	85961623	86001926	+	Gm19265	ENSMUSG00000107230
15	82421451	82423447	-	Gm19267	ENSMUSG00000116419
8	57639330	57640133	-	Gm19269	ENSMUSG00000110238
6	7301908	7309747	+	Gm19272	ENSMUSG00000098501
15	10814792	10835214	+	Gm19276	ENSMUSG00000115151
15	85149254	85156132	-	Gm19277	ENSMUSG00000115924
9	96584303	96584507	+	Gm19280	ENSMUSG00000100522
6	82952780	82953137	+	Gm19287	ENSMUSG00000107701
14	18095724	18096034	+	Gm19290	ENSMUSG00000114517
16	70665306	70665684	+	Gm19291	ENSMUSG00000116758
9	67133560	67213918	+	Gm19299	ENSMUSG00000111556
14	78070717	78090786	+	Gm19301	ENSMUSG00000092272
15	51231640	51395610	-	Gm19303	ENSMUSG00000115654
12	51840417	51840621	-	Gm19309	ENSMUSG00000112746
14	81703206	81703671	-	Gm19311	ENSMUSG00000115385
13	79878462	79878934	+	Gm19320	ENSMUSG00000114222
9	8142541	8185129	+	Gm19324	ENSMUSG00000111353
9	97047444	97067307	-	Gm19325	ENSMUSG00000101365
10	75767161	75767486	+	Gm19326	ENSMUSG00000112789
12	84184536	84187806	-	Gm19327	ENSMUSG00000113776
12	115386846	115397688	+	Gm19331	ENSMUSG00000102332
1	68591618	68593686	-	Gm19335	ENSMUSG00000103307
10	63250932	63252515	+	Gm19337	ENSMUSG00000112411
12	25282595	25282939	+	Gm19340	ENSMUSG00000113745
7	19852003	19858350	+	Gm19345	ENSMUSG00000092216
9	72289667	72290111	+	Gm19353	ENSMUSG00000098492
7	128013029	128013184	-	Gm19366	ENSMUSG00000108437
12	18227160	18239074	-	Gm19368	ENSMUSG00000113956
15	21049389	21049676	+	Gm19371	ENSMUSG00000115631
9	120861615	120866756	-	Gm19385	ENSMUSG00000110730
3	109120533	109122895	-	Gm19391	ENSMUSG00000105139
10	53280281	53283686	+	Gm19395	ENSMUSG00000112709
10	77689957	77690757	-	Gm19402	ENSMUSG00000095970
5	30815620	30818477	+	Gm19409	ENSMUSG00000106229
8	35765790	35818047	+	Gm19410	ENSMUSG00000109372
17	33919279	33920485	-	Gm19412	ENSMUSG00000101438
5	87207117	87218111	-	Gm19418	ENSMUSG00000105240
2	84742169	84743655	-	Gm19426	ENSMUSG00000097187
9	72551728	72551935	+	Gm19427	ENSMUSG00000099310
13	65689613	65713454	-	Gm19428	ENSMUSG00000113260
1	34928509	34930645	+	Gm19430	ENSMUSG00000103716
6	135188480	135194960	+	Gm19434	ENSMUSG00000108239
3	88030878	88033150	+	Gm19439	ENSMUSG00000105843
8	109340691	109340864	-	Gm1943	ENSMUSG00000110528
12	40875537	40875866	+	Gm19441	ENSMUSG00000113435
3	33073919	33076356	-	Gm19445	ENSMUSG00000102498
5	31356348	31356795	-	Gm19457	ENSMUSG00000106935
10	58239608	58240661	-	Gm19459	ENSMUSG00000093601
1	133250398	133269808	-	Gm19461	ENSMUSG00000101693
X	157429417	157430326	+	Gm1947	ENSMUSG00000083841
1	44873486	44874152	-	Gm19480	ENSMUSG00000100013
9	89076012	89076342	-	Gm19498	ENSMUSG00000100602
1	151520447	151520687	-	Gm19503	ENSMUSG00000100551
15	59788417	59794959	-	Gm19510	ENSMUSG00000115426
7	134095790	134100278	-	Gm19514	ENSMUSG00000108478
16	42884370	42912065	-	Gm19522	ENSMUSG00000116903
9	75310335	75314871	-	Gm19531	ENSMUSG00000111348
12	88588616	88590437	-	Gm19540	ENSMUSG00000113213
9	77046682	77051953	+	Gm19541	ENSMUSG00000098370
1	82352217	82355049	+	Gm19552	ENSMUSG00000104493
17	35509077	35510551	-	Gm19553	ENSMUSG00000093516
12	105899841	105902150	+	Gm19554	ENSMUSG00000113835
19	47512982	47516578	+	Gm19557	ENSMUSG00000097990
5	72409444	72409957	+	Gm19560	ENSMUSG00000093644
12	38998654	38998923	+	Gm19563	ENSMUSG00000113266
5	105980573	105981182	-	Gm19566	ENSMUSG00000105129
9	77544959	77546467	+	Gm19569	ENSMUSG00000099094
16	12381130	12381502	-	Gm19571	ENSMUSG00000116403
9	77851708	77852045	+	Gm19572	ENSMUSG00000111580
1	87853347	87854299	-	Gm19582	ENSMUSG00000101942
5	75110321	75147107	+	Gm19583	ENSMUSG00000107192
17	51986415	52163976	+	Gm19585	ENSMUSG00000100150
1	43888051	43888595	+	Gm19587	ENSMUSG00000100701
1	88551517	88562167	+	Gm19589	ENSMUSG00000100798
5	75833035	75835645	-	Gm19590	ENSMUSG00000107061
6	86147152	86148194	+	Gm19596	ENSMUSG00000107857
12	49499008	49499365	+	Gm19599	ENSMUSG00000112079
12	110474511	110486208	-	Gm19605	ENSMUSG00000113585
5	91051871	91074773	-	Gm19610	ENSMUSG00000107350
10	41046841	41049104	-	Gm19611	ENSMUSG00000110889
10	85786456	85787437	+	Gm19612	ENSMUSG00000111884
5	148456838	148457145	+	Gm19617	ENSMUSG00000106956
5	91257571	91283421	-	Gm19619	ENSMUSG00000107198
5	100513187	100513620	-	Gm19620	ENSMUSG00000105181
10	85829742	85833315	+	Gm19624	ENSMUSG00000112326
1	54566703	54567281	+	Gm19637	ENSMUSG00000101130
9	30063256	30063719	-	Gm19640	ENSMUSG00000111175
1	27336352	27336768	-	Gm19641	ENSMUSG00000100310
5	91786061	91786882	-	Gm19649	ENSMUSG00000106712
6	97449750	97451486	+	Gm19653	ENSMUSG00000108185
7	98720057	98728760	-	Gm19656	ENSMUSG00000109149
13	21810712	21810849	-	Gm19658	ENSMUSG00000105256
6	89140994	89147388	+	Gm1965	ENSMUSG00000090254
5	21956094	21957986	-	Gm19666	ENSMUSG00000105766
9	105470520	105480194	+	Gm19667	ENSMUSG00000099373
10	77798387	77799133	-	Gm19668	ENSMUSG00000096380
7	106596743	106604035	-	Gm1966	ENSMUSG00000073902
1	31615149	31616661	+	Gm19680	ENSMUSG00000070960
7	11284212	11290860	-	Gm19683	ENSMUSG00000109976
17	36121678	36129692	+	Gm19684	ENSMUSG00000092277
10	75619080	75619503	-	Gm19688	ENSMUSG00000112643
16	29957927	29979184	-	Gm1968	ENSMUSG00000075286
6	100791829	100793912	+	Gm19692	ENSMUSG00000107989
3	17395879	17396383	+	Gm19694	ENSMUSG00000102646
5	29832088	29833307	-	Gm1969	ENSMUSG00000106551
1	136670769	136690804	+	Gm19705	ENSMUSG00000097113
3	138000939	138016044	+	Gm19708	ENSMUSG00000105296
9	38786290	38786771	-	Gm19709	ENSMUSG00000111188
3	89998760	90021445	+	Gm19710	ENSMUSG00000105552
14	59642312	59644384	+	Gm19716	ENSMUSG00000114593
5	149282752	149287868	-	Gm19719	ENSMUSG00000107317
9	107630776	107632539	-	Gm19721	ENSMUSG00000102324
6	101146240	101146479	-	Gm19726	ENSMUSG00000107806
10	22224280	22253819	+	Gm1972	ENSMUSG00000097053
3	90651714	90651866	-	Gm19739	ENSMUSG00000105644
8	48843665	48869901	+	Gm19744	ENSMUSG00000100706
6	105481266	105492668	-	Gm19757	ENSMUSG00000108237
7	94602018	94602408	-	Gm19761	ENSMUSG00000108433
6	66515893	66516541	+	Gm19764	ENSMUSG00000107775
17	94759944	94834799	-	Gm1976	ENSMUSG00000066057
16	55739918	55740152	+	Gm19771	ENSMUSG00000116969
18	38714400	38714513	+	Gm19774	ENSMUSG00000099488
1	194819730	194820087	-	Gm19777	ENSMUSG00000103597
15	70011623	70077841	+	Gm19782	ENSMUSG00000116483
12	18559615	18565108	+	Gm19786	ENSMUSG00000113604
9	14679970	14680220	+	Gm19790	ENSMUSG00000111330
10	22110621	22113345	+	Gm19791	ENSMUSG00000097214
13	62336463	62340727	-	Gm19792	ENSMUSG00000113495
5	34060761	34061217	-	Gm19798	ENSMUSG00000106868
5	25999022	26004798	-	Gm1979	ENSMUSG00000091049
10	25831134	25836156	+	Gm19801	ENSMUSG00000112491
17	37130909	37131575	+	Gm19807	ENSMUSG00000092223
2	176298827	176302568	+	Gm1980	ENSMUSG00000084858
10	79888712	79888962	+	Gm19810	ENSMUSG00000111897
15	73497038	73497297	-	Gm19811	ENSMUSG00000115885
17	90567423	90567757	-	Gm19815	ENSMUSG00000093716
3	55330841	55332972	+	Gm19817	ENSMUSG00000105302
14	114308700	114310803	-	Gm19829	ENSMUSG00000115658
7	39137893	39139779	-	Gm1982	ENSMUSG00000101703
15	22935487	22937241	+	Gm19840	ENSMUSG00000091194
12	115831276	115832047	+	Gm19843	ENSMUSG00000104780
8	44048121	44048369	-	Gm19855	ENSMUSG00000109856
1	37694447	37696664	-	Gm19863	ENSMUSG00000102650
13	59901233	59915822	-	Gm19866	ENSMUSG00000114490
16	80726666	80727150	+	Gm19867	ENSMUSG00000116559
8	87460469	87463797	+	Gm19872	ENSMUSG00000098295
7	28534772	28535089	+	Gm19880	ENSMUSG00000108925
15	28041009	28041489	+	Gm19883	ENSMUSG00000115058
8	75401968	75402310	+	Gm19885	ENSMUSG00000110668
7	39170500	39174260	-	Gm1988	ENSMUSG00000101454
1	148498508	148498810	+	Gm19891	ENSMUSG00000101208
12	99245671	99245921	+	Gm19898	ENSMUSG00000093419
X	25359128	25380281	-	Gm1989	ENSMUSG00000096724
7	22891265	22892085	+	Gm19900	ENSMUSG00000109514
3	61328699	61329193	-	Gm19901	ENSMUSG00000102667
6	94349534	94349924	+	Gm19908	ENSMUSG00000107435
1	156678545	156678944	+	Gm19918	ENSMUSG00000102961
8	53911739	53912441	+	Gm19921	ENSMUSG00000110334
1	111385918	111386698	+	Gm19927	ENSMUSG00000101846
1	3466587	3513553	+	Gm1992	ENSMUSG00000089699
5	113817225	113817592	+	Gm19931	ENSMUSG00000104972
5	49423842	49424154	+	Gm19932	ENSMUSG00000093490
8	90816145	90817393	-	Gm19935	ENSMUSG00000110332
9	56932431	56933268	-	Gm19936	ENSMUSG00000110930
1	3647309	3658904	-	Gm19938	ENSMUSG00000102331
X	25548296	25570452	-	Gm1993	ENSMUSG00000073267
15	76150368	76150607	+	Gm19945	ENSMUSG00000116475
7	119607681	119643469	-	Gm19950	ENSMUSG00000109093
12	99643093	99647221	+	Gm19951	ENSMUSG00000113136
12	87861366	87863967	+	Gm1995	ENSMUSG00000113011
7	119742856	119744110	-	Gm19963	ENSMUSG00000109404
1	116802983	116823410	+	Gm19965	ENSMUSG00000094429
11	70864660	70872754	+	Gm19967	ENSMUSG00000093858
10	60808660	60814323	-	Gm19972	ENSMUSG00000112592
9	68421406	68421904	-	Gm19987	ENSMUSG00000111562
10	86637139	86638393	+	Gm19989	ENSMUSG00000112282
12	56253243	56266384	+	Gm19990	ENSMUSG00000112164
10	46670144	46670729	+	Gm19994	ENSMUSG00000111754
5	149641610	149647790	+	Gm20005	ENSMUSG00000106674
1	156366040	156366484	+	Gm2000	ENSMUSG00000078193
12	87841837	87842339	-	Gm2001	ENSMUSG00000113951
5	64708207	64804117	-	Gm20033	ENSMUSG00000097640
12	101913240	101915335	+	Gm20036	ENSMUSG00000093579
18	90585472	90585865	+	Gm20039	ENSMUSG00000109923
X	25622512	25643661	-	Gm2003	ENSMUSG00000080959
16	30092482	30092882	-	Gm20040	ENSMUSG00000116997
13	15375624	15413100	+	Gm20043	ENSMUSG00000113410
1	171320601	171326177	-	Gm20045	ENSMUSG00000103983
12	60423407	60424136	-	Gm20049	ENSMUSG00000112840
2	176141591	176149825	-	Gm2004	ENSMUSG00000095648
5	37893772	37897917	+	Gm20052	ENSMUSG00000106718
16	32408536	32409054	+	Gm20056	ENSMUSG00000103847
1	123274139	123276771	+	Gm20058	ENSMUSG00000100525
X	26476105	26492662	-	Gm2005	ENSMUSG00000080819
12	61499660	61521820	-	Gm20063	ENSMUSG00000113429
12	102612680	102618516	+	Gm20069	ENSMUSG00000095174
15	54487900	54488126	+	Gm20070	ENSMUSG00000115477
5	67453479	67453770	+	Gm20072	ENSMUSG00000106925
7	52411453	52411936	+	Gm20074	ENSMUSG00000109099
13	96079216	96081376	-	Gm20075	ENSMUSG00000114133
2	175741537	175751419	+	Gm2007	ENSMUSG00000094932
16	15871829	15872159	+	Gm20082	ENSMUSG00000116102
7	73185744	73189446	+	Gm20083	ENSMUSG00000108778
3	51980941	51990075	+	Gm20089	ENSMUSG00000104161
10	96408850	96409038	-	Gm20091	ENSMUSG00000094249
8	11457471	11459742	-	Gm20100	ENSMUSG00000110245
12	67926040	67926259	-	Gm20102	ENSMUSG00000113182
10	70338302	70338454	+	Gm20108	ENSMUSG00000112676
17	28522381	28523148	-	Gm20109	ENSMUSG00000097714
10	99609171	99658134	+	Gm20110	ENSMUSG00000111962
14	64839100	64839418	+	Gm20111	ENSMUSG00000098837
1	50533030	50533191	+	Gm20118	ENSMUSG00000099941
3	40846820	40875388	+	Gm2011	ENSMUSG00000107741
5	86960121	86961714	-	Gm20121	ENSMUSG00000104798
10	16906427	17095807	-	Gm20125	ENSMUSG00000101969
14	112328718	112329175	-	Gm20127	ENSMUSG00000115581
3	58404701	58405117	+	Gm20128	ENSMUSG00000105154
X	26200678	26231355	-	Gm2012	ENSMUSG00000082639
18	32499500	32500432	-	Gm20136	ENSMUSG00000108896
10	19141751	19206702	+	Gm20139	ENSMUSG00000111052
6	64092139	64092303	+	Gm20144	ENSMUSG00000107700
10	21034304	21048899	-	Gm20149	ENSMUSG00000111227
15	59671628	59672113	-	Gm20150	ENSMUSG00000115010
5	41934397	41935672	-	Gm20156	ENSMUSG00000106884
18	37434243	37435113	+	Gm20162	ENSMUSG00000103483
8	105289678	105291485	+	Gm20163	ENSMUSG00000110611
16	20583109	20583424	+	Gm20164	ENSMUSG00000116808
14	120077510	120077659	+	Gm20167	ENSMUSG00000115133
12	87874072	87877859	+	Gm2016	ENSMUSG00000072905
1	25276404	25277954	-	Gm20172	ENSMUSG00000104257
6	65247273	65247606	+	Gm20177	ENSMUSG00000107609
6	18845910	18848207	-	Gm20186	ENSMUSG00000106874
11	89302723	89309428	+	Gm2018	ENSMUSG00000085798
1	191790983	191791314	-	Gm20203	ENSMUSG00000102596
12	29526906	29534891	-	Gm20208	ENSMUSG00000112390
2	175844964	175846922	+	Gm2020	ENSMUSG00000086941
17	56551414	56554387	-	Gm20219	ENSMUSG00000110218
7	39662546	39663009	-	Gm2021	ENSMUSG00000100912
5	55722617	55723421	-	Gm20223	ENSMUSG00000106335
12	87895370	87895804	+	Gm2022	ENSMUSG00000113971
11	83065752	83071246	-	Gm20234	ENSMUSG00000111713
14	69277601	69282140	-	Gm20236	ENSMUSG00000103065
5	27820970	27821951	+	Gm20239	ENSMUSG00000105375
14	8687419	8687965	+	Gm20241	ENSMUSG00000114764
14	28415997	28417851	+	Gm20242	ENSMUSG00000114503
1	58652641	58655831	+	Gm20257	ENSMUSG00000102059
1	101155809	101175202	+	Gm20268	ENSMUSG00000100684
2	175965331	175980303	+	Gm2026	ENSMUSG00000078886
7	122995348	122995931	+	Gm20274	ENSMUSG00000108551
9	59826257	59941077	-	Gm20275	ENSMUSG00000110803
10	29490774	29493421	-	Gm20276	ENSMUSG00000110986
12	44221745	44223373	+	Gm2027	ENSMUSG00000112795
1	102458656	102458922	-	Gm20281	ENSMUSG00000099989
7	9407312	9432927	-	Gm20287	ENSMUSG00000092551
13	69775436	69775615	+	Gm20288	ENSMUSG00000113639
10	30603195	30606634	-	Gm20300	ENSMUSG00000111080
1	105574537	105574811	+	Gm20302	ENSMUSG00000101219
10	33463905	33464348	+	Gm20304	ENSMUSG00000111980
1	180854282	180854458	-	Gm20305	ENSMUSG00000103979
X	26286977	26310044	-	Gm2030	ENSMUSG00000083628
16	26714446	26755502	-	Gm20319	ENSMUSG00000092545
15	82899080	82905818	+	Gm20324	ENSMUSG00000100199
12	22829733	22833361	-	Gm20336	ENSMUSG00000114139
12	80942673	80945396	-	Gm20337	ENSMUSG00000112880
8	39718680	39720966	-	Gm2033	ENSMUSG00000109789
1	63117118	63126837	+	Gm20342	ENSMUSG00000101599
7	9676386	9701998	-	Gm20345	ENSMUSG00000093519
3	74009217	74017277	-	Gm20356	ENSMUSG00000104096
12	87919423	87919857	-	Gm2035	ENSMUSG00000096619
6	79032044	79035869	+	Gm20362	ENSMUSG00000108072
12	112204701	112205153	-	Gm20368	ENSMUSG00000113282
15	84182709	84183015	-	Gm20369	ENSMUSG00000116041
6	80302613	80304368	+	Gm20371	ENSMUSG00000108264
13	92305980	92307183	+	Gm20379	ENSMUSG00000100622
6	81984321	81992413	+	Gm20383	ENSMUSG00000107412
6	110738350	110738481	+	Gm20386	ENSMUSG00000092603
6	110639753	110645916	-	Gm20387	ENSMUSG00000092448
8	119910841	124345722	+	Gm20388	ENSMUSG00000092329
3	154708658	154711343	-	Gm20389	ENSMUSG00000092522
11	93949819	93968293	-	Gm20390	ENSMUSG00000091228
17	36237254	36237359	-	Gm20391	ENSMUSG00000092363
17	36213417	36216412	-	Gm20392	ENSMUSG00000092362
11	100349696	100350889	-	Gm20394	ENSMUSG00000092509
19	44773762	44784512	-	Gm20395	ENSMUSG00000092469
9	117402979	117404342	+	Gm20396	ENSMUSG00000092504
9	117065527	117065888	+	Gm20397	ENSMUSG00000092516
7	5905019	5905150	+	Gm20399	ENSMUSG00000092393
6	142161493	142173796	+	Gm20400	ENSMUSG00000092500
17	36752513	36753979	-	Gm20401	ENSMUSG00000092385
3	52268435	52269435	-	Gm20402	ENSMUSG00000092405
12	54986158	54986529	-	Gm20403	ENSMUSG00000092233
6	116107650	116127493	+	Gm20404	ENSMUSG00000092625
15	65857869	65858356	+	Gm20405	ENSMUSG00000092495
8	121806415	121807369	+	Gm20406	ENSMUSG00000092418
19	27994197	27995693	+	Gm20407	ENSMUSG00000092182
17	38443006	38443135	-	Gm20409	ENSMUSG00000092566
5	75108635	75108923	+	Gm2040	ENSMUSG00000106900
2	158117154	158117905	+	Gm20412	ENSMUSG00000092283
7	85260689	85261334	-	Gm20414	ENSMUSG00000092562
7	85288160	85289611	-	Gm20415	ENSMUSG00000092313
9	7965838	7977004	+	Gm20416	ENSMUSG00000092185
15	79314196	79316658	+	Gm20420	ENSMUSG00000092494
4	154960770	154961678	-	Gm20421	ENSMUSG00000092483
8	69742862	69774886	-	Gm20422	ENSMUSG00000092544
9	103190208	103230307	-	Gm20425	ENSMUSG00000090639
6	90131441	90232817	-	Gm20426	ENSMUSG00000092247
17	34026034	34031580	-	Gm20427	ENSMUSG00000092595
1	39276283	39276565	-	Gm20428	ENSMUSG00000092553
17	37246961	37263064	+	Gm20429	ENSMUSG00000092591
12	87954080	87960683	+	Gm2042	ENSMUSG00000096276
14	57698013	57698219	+	Gm20430	ENSMUSG00000092358
2	167607850	167661496	-	Gm20431	ENSMUSG00000089739
5	25433036	25433285	-	Gm20432	ENSMUSG00000092181
7	7975628	7978155	-	Gm20438	ENSMUSG00000092619
10	75771451	75780954	-	Gm20441	ENSMUSG00000092360
17	35743323	35764191	-	Gm20442	ENSMUSG00000092600
17	35737734	35739806	-	Gm20443	ENSMUSG00000092219
9	44107301	44108879	-	Gm20444	ENSMUSG00000092258
6	65882779	65883343	+	Gm20445	ENSMUSG00000092394
17	36197570	36198513	-	Gm20447	ENSMUSG00000092306
7	41399378	41499417	-	Gm20449	ENSMUSG00000092592
7	139957005	139958039	-	Gm2044	ENSMUSG00000085354
17	36597898	36598044	+	Gm20450	ENSMUSG00000092606
17	36507180	36508952	+	Gm20451	ENSMUSG00000092493
17	36500360	36501581	+	Gm20452	ENSMUSG00000092290
17	36545888	36546113	-	Gm20453	ENSMUSG00000092414
17	36534281	36534501	+	Gm20454	ENSMUSG00000092296
X	73097187	73104886	+	Gm20455	ENSMUSG00000092255
11	22839299	22842604	+	Gm20456	ENSMUSG00000092455
7	64337550	64345964	-	Gm20457	ENSMUSG00000092187
2	164460967	164490760	+	Gm20458	ENSMUSG00000090996
17	34614484	34627349	-	Gm20460	ENSMUSG00000092176
17	34640846	34643977	-	Gm20461	ENSMUSG00000092525
17	34567730	34568137	-	Gm20462	ENSMUSG00000092406
17	34601151	34601576	+	Gm20463	ENSMUSG00000092395
5	33293614	33311150	-	Gm20465	ENSMUSG00000092275
19	43609077	43610625	-	Gm20467	ENSMUSG00000092250
17	26861421	26898531	+	Gm20468	ENSMUSG00000092539
10	7743520	7761099	-	Gm20470	ENSMUSG00000092190
1	163280356	163287045	+	Gm20471	ENSMUSG00000092188
12	23221227	23315358	-	Gm20472	ENSMUSG00000092465
12	23338309	23338420	-	Gm20473	ENSMUSG00000092472
12	23526491	23573981	-	Gm20474	ENSMUSG00000095564
5	48005784	48007923	+	Gm20475	ENSMUSG00000092559
7	101317724	101326231	-	Gm20476	ENSMUSG00000092364
9	79838108	79838387	-	Gm20477	ENSMUSG00000092565
17	36167982	36171805	+	Gm20478	ENSMUSG00000092474
7	27352649	27357419	-	Gm20479	ENSMUSG00000092367
7	86298644	86298893	-	Gm20480	ENSMUSG00000092197
17	34969912	34972136	+	Gm20481	ENSMUSG00000092609
7	8855847	8862851	-	Gm20482	ENSMUSG00000092490
17	35651828	35660367	+	Gm20483	ENSMUSG00000092389
5	101599314	101602375	+	Gm20484	ENSMUSG00000092503
5	136863637	136869722	-	Gm20485	ENSMUSG00000092402
12	22274385	22274512	-	Gm20486	ENSMUSG00000092597
5	149368476	149430682	+	Gm20488	ENSMUSG00000107314
X	101261405	101269023	-	Gm20489	ENSMUSG00000092463
14	20249415	20260932	-	Gm2048	ENSMUSG00000114410
2	173022503	173022956	-	Gm20490	ENSMUSG00000092596
17	90792766	90794006	-	Gm20491	ENSMUSG00000092549
10	127288514	127289681	+	Gm20492	ENSMUSG00000092593
17	34132978	34133614	-	Gm20493	ENSMUSG00000092246
17	36182196	36182430	-	Gm20495	ENSMUSG00000092480
17	34199316	34205449	-	Gm20496	ENSMUSG00000092550
12	81358860	81532905	-	Gm20498	ENSMUSG00000021139
5	92736205	92737442	+	Gm20500	ENSMUSG00000092266
7	141943704	141949539	-	Gm20501	ENSMUSG00000092536
4	59003210	59041888	+	Gm20503	ENSMUSG00000092345
17	33630759	33645705	+	Gm20507	ENSMUSG00000092412
17	35991867	35993738	+	Gm20508	ENSMUSG00000092604
9	73102470	73117920	+	Gm20509	ENSMUSG00000092310
11	103190710	103192896	-	Gm20511	ENSMUSG00000092371
7	19715016	19721731	+	Gm20512	ENSMUSG00000092381
17	34293073	34308070	-	Gm20513	ENSMUSG00000092415
3	34427373	34435097	-	Gm20515	ENSMUSG00000092242
17	47611589	47683861	+	Gm20517	ENSMUSG00000023984
16	17835277	17891671	-	Gm20518	ENSMUSG00000092470
9	21533627	21533985	-	Gm20519	ENSMUSG00000092261
14	54883441	54898137	+	Gm20521	ENSMUSG00000092232
17	35122738	35126440	-	Gm20522	ENSMUSG00000092241
17	36705724	36706847	-	Gm20523	ENSMUSG00000092172
17	36723234	36723281	+	Gm20525	ENSMUSG00000092343
17	36723948	36724275	+	Gm20526	ENSMUSG00000092435
1	88055393	88218584	-	Gm20528	ENSMUSG00000092220
9	108051675	108058592	+	Gm20529	ENSMUSG00000092218
17	36094181	36094763	+	Gm20530	ENSMUSG00000092304
6	124732168	124738040	+	Gm20531	ENSMUSG00000092482
2	26586639	26635634	+	Gm20532	ENSMUSG00000092356
6	90056626	90056797	+	Gm20534	ENSMUSG00000092588
12	21252118	21255952	-	Gm20535	ENSMUSG00000092373
6	72609836	72616190	+	Gm20536	ENSMUSG00000092386
9	88407432	88456616	-	Gm20537	ENSMUSG00000092541
19	44543722	44552831	-	Gm20538	ENSMUSG00000091471
2	18742715	18760862	-	Gm20539	ENSMUSG00000092353
1	4735046	4735676	-	Gm2053	ENSMUSG00000103265
17	49427938	49429240	-	Gm20540	ENSMUSG00000092268
17	38009647	38012396	+	Gm20541	ENSMUSG00000092390
17	37943020	37943391	-	Gm20542	ENSMUSG00000092513
17	37937366	37940788	-	Gm20543	ENSMUSG00000092295
18	75365332	75367088	-	Gm20544	ENSMUSG00000092569
17	36226815	36227024	-	Gm20545	ENSMUSG00000092428
17	36248821	36253679	+	Gm20546	ENSMUSG00000092392
17	34856412	34882042	-	Gm20547	ENSMUSG00000092511
5	101837416	101846410	+	Gm20548	ENSMUSG00000092354
17	36703775	36704203	+	Gm20549	ENSMUSG00000092377
7	3264349	3265192	-	Gm20553	ENSMUSG00000107413
13	72626213	72628564	-	Gm20554	ENSMUSG00000093587
15	27863799	27867231	-	Gm20555	ENSMUSG00000115161
15	84714629	84720266	-	Gm20556	ENSMUSG00000116396
3	49325680	49367359	+	Gm20557	ENSMUSG00000102679
6	3333194	3346128	-	Gm20559	ENSMUSG00000106734
6	73012043	73020360	+	Gm20560	ENSMUSG00000107546
9	90907906	90908197	-	Gm20561	ENSMUSG00000102076
15	99915428	99915900	-	Gm20564	ENSMUSG00000116255
3	126447743	126447950	+	Gm20568	ENSMUSG00000105233
12	88027004	88027438	+	Gm2056	ENSMUSG00000095717
17	40854036	40868141	+	Gm20574	ENSMUSG00000098082
8	55532291	55532837	+	Gm20586	ENSMUSG00000110025
1	20821331	20822516	+	Gm20587	ENSMUSG00000099714
6	113352636	113355165	-	Gm20589	ENSMUSG00000108162
7	39588931	39589717	+	Gm2058	ENSMUSG00000074903
6	79817916	79818364	+	Gm20594	ENSMUSG00000096887
10	53498443	53518989	-	Gm20597	ENSMUSG00000112739
8	75079141	75079871	+	Gm2059	ENSMUSG00000110429
12	102741732	102758672	-	Gm20604	ENSMUSG00000041716
5	137629175	137642899	+	Gm20605	ENSMUSG00000029720
10	71310745	71313977	+	Gm20609	ENSMUSG00000093732
10	61046422	61051900	-	Gm20610	ENSMUSG00000093573
10	61031303	61038080	+	Gm20611	ENSMUSG00000093568
9	45261055	45261290	+	Gm20612	ENSMUSG00000093722
12	117834007	117834351	-	Gm20613	ENSMUSG00000093544
16	20436038	20443382	+	Gm20614	ENSMUSG00000093649
16	20488788	20491147	+	Gm20615	ENSMUSG00000093381
19	26620822	26623419	-	Gm20616	ENSMUSG00000093628
6	6456189	6484487	-	Gm20617	ENSMUSG00000093658
6	6603219	6691521	-	Gm20618	ENSMUSG00000093675
